경매개시일,법원명,경매사건번호,주소,대지권,전용,감정가,낙찰가,낙찰일,입찰인수,유찰수,매각가율,역과의거리,임차인대항력,,,,,,,,,
20191021,서울북부 ,2019-108305, 중랑구 망우동 15216외 1필지 하나빌리지 제2층 제201호  ,8.3,13.3,16800 ,15080 ,2020-06-01,3 ,1 ,0.90 ,1053 ,0 ,,,,,,,,,
20191021,서울서부 ,2019-55377, 용산구 용산동2가 277 제지하층 제3호  ,6.8,10.6,16000 ,16388 ,2020-06-16,1 ,0 ,1.02 ,862 ,0 ,,,,,,,,,
20191021,서울북부 ,2019-8887, 강북구 수유동 7195 수유럭스빌 제2층 제202호  ,12.4,21.8,25200 ,19009 ,2020-09-28,3 ,2 ,0.75 ,903 ,0 ,,,,,,,,,
20191022,서울북부 ,2019-8917, 강북구 미아동 7911543 재성빌라트 제4층 제401호  ,7.3,13.3,14372 ,11082 ,2020-06-08,3 ,2 ,0.77 ,431 ,0 ,,,,,,,,,
20191022,서울동부 ,2019-55276, 송파구 마천동 203 전원하이츠 제3층 제302호   ,7.8,13.4,23700 ,21377 ,2020-11-02,9 ,2 ,0.90 ,937 ,1 ,,,,,,,,,
20191023,서울중앙,2019-108481, 종로구 숭인동 615외 2필지 중앙빌라 제1층 제101호 외1건,3.9,17.5,15900 ,13150 ,2021-09-30,3 ,3 ,0.83 ,290 ,1 ,,,,,,,,,
20191024,서울중앙 ,2019-8154, 동작구 상도동 279265 제니스빌 제2층 제203호   ,6.6,11.4,19100 ,17850 ,2020-10-21,1 ,1 ,0.93 ,777 ,1 ,,,,,,,,,
20191024,서울중앙,2019-8420, 서초구 반포동 57751외 2필지 그린파크 제4층 제402호   ,23.6,43.6,106115 ,99900 ,2021-02-18,9 ,1 ,0.94 ,589 ,0 ,,,,,,,,,
20191024,서울남부,2019-9030, 구로구 가리봉동 2560외 4필지 창성에코빌 제2동 제2층 제202호   ,7.1,8.8,19400 ,0 ,2021-04-20,0 ,2 ,0.00 ,119 ,1 ,,,,,,,,,
20191024,서울남부,2019-9030, 구로구 가리봉동 2560외 4필지 창성에코빌 제2동 제2층 제203호   ,6,7.5,16600 ,0 ,2021-04-20,0 ,2 ,0.00 ,119 ,1 ,,,,,,,,,
20191024,서울남부,2019-9030, 구로구 가리봉동 2560외 4필지 창성에코빌 제2동 제3층 제303호   ,6,7.5,17500 ,0 ,2021-04-20,0 ,2 ,0.00 ,119 ,1 ,,,,,,,,,
20191024,서울남부,2019-9030, 구로구 가리봉동 2560외 4필지 창성에코빌 제2동 제4층 제403호   ,3.9,4.8,17400 ,0 ,2021-04-20,0 ,2 ,0.00 ,119 ,1 ,,,,,,,,,
20191024,서울남부,2019-9030, 구로구 가리봉동 2560외 4필지 창성에코빌 제2동 제5층 제502호   ,6.1,7.6,17000 ,0 ,2021-04-20,0 ,2 ,0.00 ,119 ,1 ,,,,,,,,,
20191025,서울서부,2019-5631, 서대문구 홍은동 408-7 다원파크빌 제5층 제501호   ,7.7,13.7,21700 ,18050 ,2020-04-21,1 ,1 ,0.83 ,1570 ,0 ,,,,,,,,,
20191025,서울동부 ,2019-55351, 송파구 석촌동 24113 동광팰리스비동 제6층 제601호   ,5.2,8.8,24600 ,22351 ,2020-08-03,2 ,1 ,0.91 ,535 ,1 ,,,,,,,,,
20191025,서울동부 ,2019-4186, 송파구 문정동 10711 금산아트빌라 제4층 제401호   ,6.2,13.5,18700 ,19030 ,2020-09-21,1 ,1 ,1.02 ,718 ,0 ,,,,,,,,,
20191028,서울동부 ,2019-55382, 광진구 구의동 2729 삼성베스트빌 제5층 제501호   ,8.7,12.6,21700 ,16123 ,2020-11-23,2 ,2 ,0.74 ,396 ,1 ,,,,,,,,,
20191029,서울서부,2019-55544, 은평구 구산동 167-4 남경하이츠빌라 제4층 제401호   ,12.1,25.5,23000 ,20100 ,2020-04-21,2 ,1 ,0.87 ,868 ,0 ,,,,,,,,,
20191029,서울남부 ,2019-7621, 양천구 신월동 5353 엘리시안 제6층 제602호  ,5.4,11.2,19500 ,17160 ,2020-06-17,2 ,1 ,0.88 ,801 ,0 ,,,,,,,,,
20191030,서울북부 ,2019-108626, 중랑구 묵동 122-42 금탑빌라트 제2층 제201호,16.1,34.9,40000 ,36724 ,2020-05-25,3 ,1 ,0.92 ,251 ,0 ,,,,,,,,,
20191030,서울중앙,2019-108870, 동작구 신대방동 492191외 2필지 제201호 외7건  ,0,113.3,129060 ,42500 ,2021-04-27,1 ,5 ,0.33 ,464 ,1 ,,,,,,,,,
20191031,서울북부 ,2019-108756, 노원구 월계동 2672 삼성아트빌B동 제4층 제402호   ,7.3,12.9,25000 ,19300 ,2020-07-13,4 ,2 ,0.77 ,49 ,1 ,,,,,,,,,
20191031,서울서부 ,2019-55582, 은평구 역촌동 7717외 1필지 대정쉐르빌 제6층 제601호   ,10.2,16,33300 ,14850 ,2020-10-27,2 ,4 ,0.45 ,688 ,1 ,,,,,,,,,
20191101,서울북부 ,2019-108817, 도봉구 쌍문동 512-19 삼화빌라트 제3층 제302호,5.5,11.6,11000 ,10331 ,2020-05-11,2 ,1 ,0.94 ,367 ,0 ,,,,,,,,,
20191101,서울북부 ,2019-9231, 강북구 수유동 19511 중앙아트빌라8차 제4층 제401호   ,7.4,19.3,21000 ,14555 ,2020-09-21,1 ,2 ,0.69 ,146 ,0 ,,,,,,,,,
20191101,서울남부 ,2019-9085, 강서구 화곡동 77214 대신맨션 제지1층 제비01호   ,5.5,13.1,11200 ,7569 ,2020-10-06,1 ,2 ,0.68 ,993 ,1 ,,,,,,,,,
20191101,서울북부 ,2019-9286, 강북구 수유동 535201 현대그랑빌 제B동 제지하층 제비03호   ,6.5,10.9,8500 ,5327 ,2020-11-02,5 ,3 ,0.63 ,842 ,1 ,,,,,,,,,
20191101,서울남부 ,2019-108807, 구로구 개봉동 1063 동백빌라 제2층 제201호  ,6.4,9.8,10100 ,10688 ,2020-11-26,7 ,1 ,1.06 ,1408 ,0 ,,,,,,,,,
20191101,서울중앙 ,2019-108634, 서초구 서초동 16071 공해방지빌라 제2층 제201호 외1건   ,21.7,29.2,69200 ,88299 ,2020-12-03,5 ,0 ,1.28 ,690 ,1 ,,,,,,,,,
20191101,서울중앙 ,2019-108634, 서초구 서초동 16071 공해방지빌라 제3층 제301호 외1건   ,21.7,29.2,69200 ,85000 ,2020-12-03,3 ,0 ,1.23 ,687 ,1 ,,,,,,,,,
20191105,서울북부 ,2019-9378, 도봉구 방학동 69021 삼호파크빌 제5층 제503호  ,6.5,11.7,13100 ,10600 ,2020-09-28,1 ,1 ,0.81 ,633 ,0 ,,,,,,,,,
20191105,서울북부 ,2019-8870, 중랑구 신내동 4825 신일 제3동 제지하층 제2호   ,9,12.1,9500 ,7510 ,2020-11-02,2 ,3 ,0.79 ,509 ,0 ,,,,,,,,,
20191105,서울북부 ,2019-9309, 성북구 돈암동 413127 제지하1층 제1호   ,18.4,16.4,14600 ,14188 ,2020-11-09,3 ,1 ,0.97 ,442 ,1 ,,,,,,,,,
20191105,서울북부 ,2019-9309, 성북구 동선동5가 1728 현대빌라 제3층 제303호   ,9.7,18.5,25200 ,24168 ,2020-11-09,3 ,1 ,0.96 ,442 ,1 ,,,,,,,,,
20191105,서울남부 ,2019-108890, 강서구 화곡동 37928 유현빌리지 제4층 제402호   ,4.9,8,17700 ,17500 ,2020-11-24,1 ,3 ,0.99 ,386 ,1 ,,,,,,,,,
20191105,서울북부,2019-9309, 성북구 돈암동 413115 쁘띠메종 제1층 제104호   ,14.9,19.5,27900 ,20367 ,2021-03-22,1 ,2 ,0.73 ,529 ,1 ,,,,,,,,,
20191105,서울북부,2019-9309, 성북구 돈암동 413115 쁘띠메종 제1층 제101호   ,14.9,19.4,27800 ,19143 ,2021-03-22,1 ,2 ,0.69 ,531 ,1 ,,,,,,,,,
20191105,서울북부,2019-9309, 성북구 동선동5가 1741 제3층 제301호   ,15.9,21.3,30500 ,18895 ,2021-04-26,6 ,3 ,0.62 ,450 ,1 ,,,,,,,,,
20191105,서울북부,2019-108916, 도봉구 창동 609158 제1층 제102호  ,7.1,17.1,17000 ,17679 ,2021-06-28,3 ,0 ,1.04 ,585 ,0 ,,,,,,,,,
20191105,서울남부,2019-108319, 양천구 신월동 91-2외 1필지 고센아트빌 제4층 제402호 ,5.6,9,15600 ,2288 ,2021-11-24,1 ,9 ,0.15 ,915 ,1 ,,,,,,,,,
20191106,서울동부,2019-5318, 강동구 천호동 33784 강변빌라 제4층 제401호  ,11.8,23.3,30700 ,36130 ,2021-02-15,8 ,0 ,1.18 ,521 ,0 ,,,,,,,,,
20191106,서울중앙,2019-8802, 관악구 신림동 610-260외 1필지 제1층 제101호,0,20.6,10000 ,3320 ,2022-07-07,1 ,8 ,3.01 ,1047 ,1 ,,,,,,,,,
20191107,서울북부 ,2019-109100, 중랑구 묵동 24513외 3필지 성원하이츠 제비동 제2층 제202호   ,9,17.7,34300 ,0 ,2020-07-13,0 ,2 ,0.00 ,300 ,1 ,,,,,,,,,
20191107,서울북부 ,2019-109100, 중랑구 묵동 2333외 2필지 대우팰리스 제2층 제203호   ,6.8,12.9,29700 ,22500 ,2020-07-13,1 ,2 ,0.76 ,200 ,1 ,,,,,,,,,
20191107,서울중앙 ,2019-8826, 관악구 봉천동 180342외 2필지 제1층 제101호 외1건  ,19.6,25.8,26000 ,27129 ,2020-07-22,4 ,0 ,1.04 ,793 ,0 ,,,,,,,,,
20191107,서울남부 ,2019-108982, 강서구 화곡동 35010 뫼비우스 제2층 제201호   ,6,12,20200 ,0 ,2020-11-18,0 ,1 ,0.00 ,309 ,1 ,,,,,,,,,
20191107,서울중앙,2019-8529, 동작구 상도동 27968 제2층 제201호 외1건   ,24.3,30.3,32200 ,33843 ,2021-02-25,7 ,1 ,1.05 ,803 ,0 ,,,,,,,,,
20191107,서울남부,2019-108982, 강서구 화곡동 350-10 뫼비우스 제2층 제203호 ,6.7,12.4,21000 ,2388 ,2021-12-21,1 ,10 ,0.11 ,312 ,1 ,,,,,,,,,
20191108,서울서부 ,2019-5808, 서대문구 창천동 372 외3건   ,10,16.7,25600 ,32360 ,2020-07-21,2 ,0 ,1.26 ,154 ,1 ,,,,,,,,,
20191108,서울남부 ,2019-9351, 양천구 신월동 22115 미소빌 제5층 제502호  ,8.2,14.1,17300 ,14299 ,2020-08-12,5 ,2 ,0.83 ,1050 ,0 ,,,,,,,,,
20191108,서울중앙 ,2019-109323, 동작구 상도동 279128 서림빌라 제3층 제302호   ,10.7,22.5,26500 ,24771 ,2020-11-17,1 ,1 ,0.91 ,636 ,0 ,,,,,,,,,
20191112,서울서부 ,2019-5860, 마포구 합정동 4484 동아빌라 제2층 제302호  ,6.9,11.1,25400 ,27163 ,2020-06-16,4 ,0 ,1.07 ,655 ,0 ,,,,,,,,,
20191112,서울중앙 ,2019-108443, 관악구 신림동 3524 양지빌라 제에이동 제2층 제201호  ,12.7,16.6,44100 ,59976 ,2020-11-12,12 ,0 ,1.36 ,632 ,0 ,,,,,,,,,
20191113,서울북부 ,2019-9637, 중랑구 묵동 24013외 1필지 애플하우스 제3층 제302호  ,9.9,16.9,26000 ,23920 ,2020-06-29,2 ,1 ,0.92 ,174 ,0 ,,,,,,,,,
20191113,서울서부 ,2019-5884, 은평구 역촌동 7333 반석아트빌 제1층 제101호   ,7.7,15.1,16600 ,15000 ,2020-08-11,1 ,1 ,0.90 ,850 ,1 ,,,,,,,,,
20191113,서울동부 ,2019-5486, 강동구 둔촌동 562 예건네스빌 제3층 제302호   ,3.4,6.9,10600 ,6784 ,2020-09-14,0 ,2 ,0.64 ,574 ,0 ,,,,,,,,,
20191113,서울서부 ,2019-5907, 은평구 역촌동 4548외 2필지 아이안빌 제에이동 제2층 제201호   ,7.8,16.8,19800 ,15842 ,2020-09-22,1 ,1 ,0.80 ,475 ,0 ,,,,,,,,,
20191113,서울남부 ,2019-109138, 강서구 화곡동 87131 국민쉐르빌2 제4층 제401호  ,12.9,17.8,24250 ,20502 ,2020-10-06,2 ,1 ,0.85 ,480 ,0 ,,,,,,,,,
20191113,서울동부 ,2019-5462, 광진구 구의동 723 누리안 제2층 제202호   ,3.7,6.3,11700 ,12110 ,2020-10-12,1 ,0 ,1.04 ,322 ,1 ,,,,,,,,,
20191113,서울남부 ,2019-9481, 강서구 화곡동 77214 대신맨션 제2층 제202호   ,6.8,16.1,18300 ,13000 ,2020-11-10,1 ,2 ,0.71 ,994 ,1 ,,,,,,,,,
20191113,서울북부 ,2019-9620, 노원구 상계동 10968 리언하우스에이 제1층 제101호   ,9.2,15.6,17000 ,11010 ,2020-11-16,1 ,2 ,0.65 ,560 ,0 ,,,,,,,,,
20191113,서울북부 ,2019-9569, 성북구 정릉동 506159 성오빌라 제102동 제2층 제203호  ,32.4,29.4,33000 ,33210 ,2020-12-07,0 ,1 ,1.01 ,467 ,0 ,,,,,,,,,
20191113,서울북부 ,2019-9620, 노원구 상계동 10968 리언하우스에이 제2층 제202호  ,8.3,14.1,15300 ,11475 ,2021-01-25,2 ,2 ,0.75 ,402 ,0 ,,,,,,,,,
20191113,서울북부 ,2019-9620, 노원구 상계동 10968 리언하우스에이 제3층 제301호  ,9.1,15.3,16700 ,12525 ,2021-01-25,4 ,2 ,0.75 ,398 ,0 ,,,,,,,,,
20191113,서울북부 ,2019-9620, 노원구 상계동 10968 리언하우스에이 제4층 제401호  ,11.9,20.1,21800 ,16350 ,2021-01-25,4 ,2 ,0.75 ,399 ,0 ,,,,,,,,,
20191113,서울동부,2019-5455, 광진구 중곡동 21-4외 1필지 제지층 제비02호 ,2,18.8,16500 ,9055 ,2021-10-12,0 ,3 ,0.55 ,372 ,0 ,,,,,,,,,
20191114,서울서부,2019-5914, 은평구 녹번동 1601 리치에비뉴 제3층 제301호   ,5.5,10.6,21000 ,4879 ,2021-07-13,1 ,7 ,0.23 ,310 ,1 ,,,,,,,,,
20191115,서울동부,2019-55757, 송파구 거여동 5603 테미하우스 제2층 제203호   ,2.5,10.2,24900 ,12749 ,2021-04-19,1 ,3 ,0.51 ,62 ,1 ,,,,,,,,,
20191118,서울서부 ,2019-55827, 은평구 신사동 2968 다세대주택 제2층 제202호  ,5.8,13.3,14400 ,12010 ,2020-06-09,2 ,1 ,0.83 ,420 ,0 ,,,,,,,,,
20191118,서울서부 ,2019-55889, 은평구 구산동 1144 동산홈타운 제2층 제201호   ,9.1,15.9,22600 ,14000 ,2020-10-27,1 ,3 ,0.62 ,496 ,1 ,,,,,,,,,
20191118,서울남부 ,2019-9566, 양천구 신정동 9106외 1필지 아줄리움 제2층 제202호   ,3,6.5,18500 ,14555 ,2021-01-27,1 ,2 ,0.79 ,120 ,1 ,,,,,,,,,
20191119,서울북부 ,2019-109377, 도봉구 창동 66782 해민하이츠빌라 제비동 제지하층 제비01호  ,6.4,12.9,9000 ,7250 ,2020-09-28,1 ,1 ,0.81 ,313 ,0 ,,,,,,,,,
20191119,서울중앙 ,2019-109569, 관악구 신림동 254130 지혜서원 제지하층 제1호  ,13,17,13700 ,9876 ,2021-02-03,2 ,2 ,0.72 ,1050 ,0 ,,,,,,,,,
20191119,서울동부 ,2019-5400, 성동구 성수동1가 33105 동광그린빌 제4층 제402호건축물대장상의 현황도면상:401호)   ,11.3,22.8,56200 ,61100 ,2021-02-08,1 ,0 ,1.09 ,580 ,1 ,,,,,,,,,
20191120,서울남부 ,2019-109343, 금천구 시흥동 83426외 1필지 현주빌 제3층 제302호   ,9.5,17.2,26200 ,22059 ,2020-08-18,1 ,1 ,0.84 ,1261 ,0 ,,,,,,,,,
20191120,서울서부 ,2019-5983, 서대문구 홍은동 19185 동호스카이빌 제지층 제비01호   ,8.6,13.4,11600 ,5959 ,2020-12-08,3 ,4 ,0.51 ,819 ,0 ,,,,,,,,,
20191121,서울남부 ,2019-108623, 강서구 화곡동 87815 제2층 제2호  ,8.5,10.8,14000 ,12381 ,2020-11-11,1 ,1 ,0.88 ,406 ,0 ,,,,,,,,,
20191121,서울동부 ,2019-5639, 광진구 군자동 46513 미성아트빌 제4층 제402호   ,1.1,1.8,3360 ,3025 ,2021-02-01,6 ,2 ,0.90 ,465 ,1 ,,,,,,,,,
20191122,서울남부,2019-9733, 금천구 시흥동 2533외 1필지 해담채하우스 제2층 제201호   ,6,9,14000 ,14211 ,2021-02-24,7 ,2 ,1.02 ,1564 ,0 ,,,,,,,,,
20191125,서울북부 ,2019-9989, 강북구 번동 148-355 효성빌라 제2층 제3호(현황:203호),7.3,9.6,8000 ,10177 ,2020-05-25,14 ,0 ,1.27 ,652 ,0 ,,,,,,,,,
20191125,서울북부 ,2019-109636, 동대문구 제기동 2942 노블하우스 제D동 제4층 제401호  ,10.7,19.3,28500 ,29000 ,2020-07-06,1 ,0 ,1.02 ,590 ,0 ,,,,,,,,,
20191125,서울남부 ,2019-109268, 강서구 화곡동 24275 예담채 제6층 제601호   ,8.9,14.2,27200 ,0 ,2020-08-12,0 ,1 ,0.00 ,607 ,1 ,,,,,,,,,
20191125,서울북부 ,2019-109629, 강북구 미아동 258484 제1층 제2호   ,9.1,12.9,12500 ,20664 ,2020-08-18,18 ,0 ,1.65 ,416 ,0 ,,,,,,,,,
20191125,서울남부 ,2019-9740, 강서구 화곡동 410234 살렘하우스 제2층 제201호   ,8.1,19.1,20000 ,18000 ,2020-08-19,1 ,1 ,0.90 ,552 ,1 ,,,,,,,,,
20191125,서울북부 ,2019-10057, 강북구 수유동 3481 제2층 제201호   ,12.9,22.2,24000 ,18671 ,2020-09-21,6 ,2 ,0.78 ,143 ,0 ,,,,,,,,,
20191125,서울서부 ,2019-6085, 은평구 신사동 29143 제지하층 제2호   ,5.7,10.7,8300 ,5750 ,2020-09-22,1 ,2 ,0.69 ,441 ,1 ,,,,,,,,,
20191125,서울남부 ,2019-109268, 강서구 화곡동 8664외 1필지 광성하이츠빌라 A동 제2층 제201호   ,7.5,15.7,16600 ,16200 ,2020-10-28,1 ,2 ,0.98 ,868 ,1 ,,,,,,,,,
20191125,서울북부 ,2019-9958, 중랑구 묵동 24513외 3필지 성원하이츠 제에이동 제2층 제201호   ,8.1,15.9,28300 ,23613 ,2021-01-25,1 ,1 ,0.83 ,303 ,1 ,,,,,,,,,
20191126,서울서부 ,2019-56097, 마포구 도화동 20927 아트빌 제3층 제302호   ,4.5,9.2,20600 ,21050 ,2020-06-16,6 ,1 ,1.02 ,209 ,1 ,,,,,,,,,
20191126,서울중앙 ,2019-109699, 서초구 서초동 15491외 3필지 서초메이플 제1동 제3층 제302호   ,8.1,11.6,46100 ,42494 ,2020-11-17,3 ,1 ,0.92 ,233 ,1 ,,,,,,,,,
20191126,서울북부,2019-109674, 중랑구 면목동 17269외 1필지 뉴트리빌 제4층 제402호   ,8.6,14,20500 ,7299 ,2021-03-08,1 ,5 ,0.36 ,885 ,1 ,,,,,,,,,
20191126,서울북부,2019-109674, 중랑구 면목동 17269외 1필지 뉴트리빌 제2층 제201호   ,8.6,14.1,20500 ,12130 ,2021-05-17,2 ,7 ,0.59 ,887 ,1 ,,,,,,,,,
20191127,서울서부 ,2019-6122, 은평구 갈현동 51011외 1필지 웰튼빌 제5층 제501호   ,7,9.9,16100 ,13000 ,2020-07-07,1 ,1 ,0.81 ,634 ,1 ,,,,,,,,,
20191127,서울중앙 ,2019-9201, 관악구 봉천동 64528외 1필지 제4층 제401호   ,5,6.9,22090 ,22090 ,2020-08-11,1 ,0 ,1.00 ,590 ,1 ,,,,,,,,,
20191127,서울남부 ,2019-109640, 강서구 화곡동 3796 우성빌라19차 제지하층 제2호  ,8.7,16.1,13700 ,9222 ,2020-11-17,4 ,2 ,0.67 ,353 ,0 ,,,,,,,,,
20191128,서울북부 ,2019-109780, 강북구 미아동 7911862 성신쉐르빌 제1층 제102호  ,9.4,16.6,16000 ,11656 ,2020-09-28,2 ,2 ,0.00 ,464 ,0 ,,,,,,,,,
20191128,서울남부 ,2019-9962, 양천구 신월동 33131 파크빌라 제1층 제101호   ,5,12.4,10600 ,6901 ,2020-11-10,2 ,2 ,0.65 ,2066 ,0 ,,,,,,,,,
20191129,서울북부 ,2019-109681, 성북구 종암동 1129 하우빌 제5층 제501호   ,7.1,8.8,19200 ,17700 ,2020-08-18,2 ,1 ,0.92 ,169 ,1 ,,,,,,,,,
20191129,서울북부 ,2019-10187, 도봉구 쌍문동 53336 엘지라인하우스 제디동 제5층 제501호  ,11.2,21.6,23600 ,15001 ,2020-11-16,2 ,3 ,0.64 ,386 ,0 ,,,,,,,,,
20191129,서울남부 ,2019-9948, 강서구 화곡동 9551 금강빌라 제2층 제201호  ,7.1,12.5,14500 ,11300 ,2020-11-26,13 ,2 ,0.78 ,536 ,0 ,,,,,,,,,
20191129,서울서부 ,2019-6191, 은평구 불광동 8154 한울채 제5층 제501호   ,2.5,3.8,9400 ,4812 ,2020-12-01,1 ,3 ,0.51 ,402 ,1 ,,,,,,,,,
20191129,서울남부,2019-109725, 금천구 독산동 100620 사랑채아트빌 제2층 제203호   ,9.5,19.9,28600 ,19650 ,2021-02-23,3 ,3 ,0.69 ,360 ,1 ,,,,,,,,,
20191203,서울동부 ,2019-5806, 강동구 성내동 46233 프라임빌 제5층 제501호  ,8.2,16.1,26200 ,22139 ,2020-09-14,3 ,1 ,8.45 ,589 ,0 ,,,,,,,,,
20191203,서울북부 ,2019-109834, 도봉구 쌍문동 52213 백운빌라 제3층 제다호현칭:303호)   ,1.1,2.2,2100 ,1541 ,2020-09-21,3 ,2 ,0.73 ,265 ,0 ,,,,,,,,,
20191203,서울남부 ,2019-9993, 양천구 신월동 4662 강월하이츠빌라 제지하층 제2호  ,6.2,14.8,12200 ,8540 ,2021-01-20,3 ,2 ,0.70 ,652 ,0 ,,,,,,,,,
20191204,서울서부 ,2019-56110, 마포구 창전동 344 창전빌라 제2층 제202호  ,5,12.3,18100 ,20000 ,2020-07-14,1 ,0 ,1.10 ,260 ,0 ,,,,,,,,,
20191204,서울서부 ,2019-56110, 마포구 창전동 344 창전빌라 제2층 제201호  ,5,12.3,18100 ,18699 ,2020-08-18,5 ,1 ,1.03 ,263 ,0 ,,,,,,,,,
20191205,서울서부 ,2019-56288, 은평구 갈현동 5176외 1필지 은평하우징 제4층 제403호   ,5.6,8.6,14300 ,15000 ,2020-07-07,1 ,0 ,1.05 ,728 ,1 ,,,,,,,,,
20191205,서울동부 ,2019-56132, 광진구 구의동 433 제1층 제102호   ,21.8,40.4,44200 ,47500 ,2020-11-09,3 ,0 ,1.07 ,460 ,0 ,,,,,,,,,
20191205,서울남부,2019-109862, 강서구 등촌동 56830외 2필지 엘케이파크빌 제2층 제201호   ,7.6,12.2,29000 ,18701 ,2021-02-17,1 ,3 ,0.64 ,1187 ,1 ,,,,,,,,,
20191205,서울남부,2019-109886, 구로구 구로동 79734 제2층 제201호   ,4.7,11.2,13000 ,16860 ,2021-02-23,10 ,0 ,1.30 ,122 ,1 ,,,,,,,,,
20191205,서울남부,2019-109886, 구로구 구로동 79734 제4층 제401호   ,4.6,10.9,12700 ,15326 ,2021-02-23,8 ,0 ,1.21 ,122 ,0 ,,,,,,,,,
20191206,서울남부,2019-10085, 양천구 목동 7469 중앙하이츠빌라 제지하층 제2호   ,8.5,18.4,15200 ,13636 ,2021-03-31,11 ,2 ,0.90 ,990 ,0 ,,,,,,,,,
20191209,서울서부 ,2019-6344, 서대문구 북가좌동 74106 제지하층  ,11.7,17.4,12400 ,11489 ,2020-07-07,4 ,1 ,0.93 ,651 ,0 ,,,,,,,,,
20191209,서울북부 ,2019-10408, 강북구 우이동 1661 백운대빌라 A동 제3층 제302호   ,13.7,21.9,19400 ,16500 ,2020-07-13,1 ,1 ,0.85 ,225 ,1 ,,,,,,,,,
20191209,서울서부 ,2019-6337, 은평구 역촌동 7712외 1필지 대영빌라트 제4층 제402호   ,9.6,16.2,28580 ,25200 ,2020-08-11,1 ,1 ,0.88 ,747 ,1 ,,,,,,,,,
20191209,서울서부,2019-6306, 은평구 갈현동 13외 1필지 서광그린빌 제4층 제403호   ,16.8,41.5,40000 ,33124 ,2021-06-01,5 ,2 ,0.83 ,761 ,0 ,,,,,,,,,
20191210,서울남부,2019-110008, 강서구 화곡동 56555외 1필지 화성홈타운 제2층 제202호  ,7.5,12.9,15800 ,11100 ,2021-02-24,1 ,2 ,0.70 ,805 ,0 ,,,,,,,,,
20191211,서울서부 ,2019-6399, 은평구 응암동 59915외 6필지 뉴월드애필리움 제9층 제903호  ,5.7,15.8,26600 ,23999 ,2020-08-25,3 ,1 ,0.90 ,360 ,0 ,,,,,,,,,
20191211,서울남부 ,2019-10214, 구로구 개봉동 15314외 1필지 이호스빌 제지층 제102호   ,9.5,18,15600 ,21790 ,2020-10-14,5 ,0 ,1.40 ,680 ,1 ,,,,,,,,,
20191211,서울남부,2019-10177, 강서구 화곡동 45613 신라하이츠빌라 제4층 제401호   ,8.5,19.1,19700 ,10100 ,2021-02-17,1 ,3 ,0.51 ,728 ,1 ,,,,,,,,,
20191211,서울남부,2019-10221, 강서구 화곡동 56287 화성빌라 제1층 제101호  ,6.1,12.5,15400 ,9393 ,2021-02-23,5 ,3 ,0.61 ,1126 ,0 ,,,,,,,,,
20191211,서울중앙,2019-110064, 동작구 상도동 299100 선진골든빌 제2층 제202호   ,7,12.4,17700 ,16440 ,2021-04-01,2 ,1 ,0.93 ,491 ,0 ,,,,,,,,,
20191212,서울동부 ,2019-5967, 광진구 중곡동 13453 건우아트빌 제1층 제101호   ,10.9,24.3,34500 ,33333 ,2020-12-07,7 ,1 ,0.97 ,372 ,1 ,,,,,,,,,
20191213,서울서부 ,2019-56516, 마포구 마포동 405외 1필지 강변빌리지 제4층 제401호   ,4.3,7,12300 ,0 ,2020-10-06,0 ,0 ,0.00 ,444 ,0 ,,,,,,,,,
20191213,서울서부 ,2019-56516, 마포구 마포동 405외 1필지 강변빌리지 제지1층 제비02호   ,9.1,16,19600 ,22388 ,2020-12-15,1 ,0 ,1.14 ,445 ,0 ,,,,,,,,,
20191216,서울남부 ,2019-10306, 강서구 화곡동 101921 신세계드림빌 제지층 제비01호   ,8.2,17.4,15100 ,10351 ,2020-10-28,3 ,2 ,0.69 ,503 ,0 ,,,,,,,,,
20191216,서울남부 ,2019-10047, 구로구 궁동 283 제4층 제401호   ,8,13.4,16600 ,13725 ,2020-11-01,4 ,2 ,0.83 ,663 ,0 ,,,,,,,,,
20191216,서울중앙,2019-9607, 관악구 신림동 56728외 1필지 에버하우스 제4층 제401호  ,9.4,17,30000 ,28610 ,2021-04-01,3 ,1 ,0.95 ,629 ,0 ,,,,,,,,,
20191216,서울중앙,2019-110033, 관악구 신림동 98203 원앙빌라 제2층 제202호   ,8.2,11.6,11300 ,10613 ,2021-04-29,4 ,1 ,0.94 ,782 ,0 ,,,,,,,,,
20191217,서울서부 ,2019-56578, 서대문구 홍은동 36121 청구빌라 제3층 제302호  ,6.6,11,14000 ,11307 ,2020-09-22,1 ,1 ,0.81 ,1368 ,0 ,,,,,,,,,
20191217,서울남부 ,2019-10313, 구로구 오류동 456 대하쉐르빌타운 제8동 제2층 제202호   ,6.7,15.4,14100 ,12324 ,2020-10-22,1 ,1 ,0.87 ,772 ,0 ,,,,,,,,,
20191217,서울동부 ,2019-56439, 광진구 자양동 66317 파랑새빌라 제3층 제301호   ,2.6,5.4,10300 ,7938 ,2021-01-25,4 ,2 ,0.77 ,682 ,0 ,,,,,,,,,
20191218,서울서부 ,2019-6467, 마포구 마포동 4191외 2필지 벽산빌라 제3층 제403호   ,78.5,69.7,160000 ,160088 ,2020-09-29,1 ,0 ,1.00 ,494 ,0 ,,,,,,,,,
