경매개시일,법원명,경매사건번호,주소,대지권,전용,감정가,낙찰가,낙찰일,입찰인수,유찰수,매각가율,역과의거리,임차인대항력,,,,,,,,,
20210217,서울북부,2021-510," 도봉구 쌍문동 294-17 장미빌라 제1층 제2호
",7.6,11.3,16500 ,12701 ,2022-03-08,7 ,2 ,0.77 ,919 ,0 ,,,,,,,,,
20210217,서울북부,2021-480," 도봉구 창동 501-1 제일그린빌 제에이동 제6층 제601호
",9,14.6,25800 ,28033 ,2022-03-29,3 ,0 ,1.09 ,1326 ,0 ,,,,,,,,,
20210217,서울남부 ,2021-101564, 강서구 화곡동 56-93외 1필지 도무스힐르 제1동 제4층 제402호,8.6,17,33000 ,24000 ,2022-06-21,1 ,7 ,1.38 ,1013 ,1 ,,,,,,,,,
20210218,서울서부,2021-387," 용산구 후암동 336-1 한진빌라 제1층 제101호
",13.9,21.4,41300 ,51100 ,2022-01-11,7 ,0 ,1.24 ,794 ,0 ,,,,,,,,,
20210219,서울북부,2021-534, 도봉구 방학동 632-23 제지하층 제2호(통칭 102호) ,9.3,12.6,8200 ,9100 ,2021-11-03,3 ,0 ,1.11 ,977 ,0 ,,,,,,,,,
20210219,서울북부,2021-101222, 강북구 수유동 9-55 삼성맨션 제5층 제501호,6.8,13.5,21300 ,16233 ,2022-08-16,3 ,1 ,1.31 ,402 ,1 ,,,,,,,,,
20210222,서울서부,2021-50801, 은평구 응암동 731-38외 1필지 엘엔케이타운 제비동 제4층 제401호,4.9,5.5,12000 ,18011 ,2021-10-12,8 ,0 ,1.50 ,850 ,1 ,,,,,,,,,
20210222,서울북부,2021-101239, 동대문구 이문동 235외 1필지 황지클래스 제3층 제301호 ,12.6,21.9,39400 ,42333 ,2021-12-15,1 ,0 ,1.07 ,269 ,1 ,,,,,,,,,
20210222,서울서부,2021-424," 은평구 응암로 360-1, 6층601호 (녹번동,브라운스톤빌)
",8.1,17.5,30200 ,30200 ,2022-01-11,1 ,0 ,1.00 ,285 ,1 ,,,,,,,,,
20210222,서울북부,2021-596," 강북구 삼양로163길 35-4, 에이동 3층301호 (우이동,이산스카이빌)
",15.6,18.9,22800 ,18924 ,2022-02-08,2 ,1 ,0.83 ,359 ,0 ,,,,,,,,,
20210222,서울중앙,2021-101339, 관악구 신림동 612-27 제1층 제101호,0.8,2.1,2487 ,2789 ,2022-05-11,2 ,0 ,0.89 ,1192 ,1 ,,,,,,,,,
20210222,서울중앙,2021-566, 관악구 봉천동 898-9 한성빌라 제지하층 제비02호,5.8,12.3,19400 ,14840 ,2022-06-21,3 ,2 ,1.31 ,419 ,1 ,,,,,,,,,
20210223,서울남부,2021-1015, 구로구 고척동 145-176 햇빛애2차 제1층 제101호 ,7,9,17400 ,14700 ,2021-12-01,1 ,2 ,0.84 ,760 ,1 ,,,,,,,,,
20210223,서울남부 ,2021-1053, 양천구 신월동 96-3 은하예지움 제3층 제302호,5.5,11.8,16100 ,6600 ,2022-05-31,1 ,4 ,2.44 ,1027 ,1 ,,,,,,,,,
20210224,서울중앙,2021-101391, 관악구 봉천동 41-32 대원빌라 제2층 제202호 ,10.7,14.3,17800 ,17899 ,2022-10-04,1 ,0 ,0.99 ,827 ,1 ,,,,,,,,,
20210225,서울동부,2021-50922, 광진구 군자동 35516 애드하우징 제3층 제303호   ,2.1,6.1,15000 ,16000 ,2021-09-06,1 ,0 ,1.07 ,513 ,1 ,,,,,,,,,
20210225,서울동부,2021-50885, 광진구 능동 246-15외 1필지 락스빌 제가동 제2층 제202호 ,11.2,18.1,38700 ,34000 ,2021-11-15,1 ,1 ,0.88 ,427 ,1 ,,,,,,,,,
20210225,서울동부,2021-50885, 광진구 능동 246-15외 1필지 락스빌 제가동 제4층 제401호 ,10.7,17.4,37000 ,32600 ,2021-11-15,2 ,1 ,0.88 ,427 ,1 ,,,,,,,,,
20210225,서울남부,2021-101861," 강서구 화곡동 823-13외 2필지 신원센스빌 제2층 제201호
",7.4,11.5,20300 ,17199 ,2022-01-25,6 ,2 ,0.85 ,965 ,1 ,,,,,,,,,
20210225,서울동부,2021-50502, 강동구 천호동 39-12외 1필지 기풍하이빌 제4층 제가402호,6.4,9.5,22400 ,20200 ,2022-12-19,1 ,3 ,1.11 ,224 ,1 ,,,,,,,,,
20210226,서울서부,2021-50948," 은평구 갈현동 448-3외 1필지 가온리즈빌 제3층 제303호
",10.9,17.1,34900 ,32459 ,2022-01-11,3 ,1 ,0.93 ,568 ,0 ,,,,,,,,,
20210226,서울북부,2021-701, 도봉구 쌍문동 88-12외 1필지 영진빌라 제지하층 제비02호,6.3,14,14000 ,9008 ,2022-06-14,1 ,2 ,1.55 ,173 ,1 ,,,,,,,,,
20210302,서울남부,2021-102062, 영등포구 양평동4가 210-2외 1필지 코쿤하우스 제4층 제401호 ,3.7,7.8,15600 ,16144 ,2021-11-03,2 ,0 ,1.03 ,152 ,1 ,,,,,,,,,
20210302,서울중앙,2021-101629, 종로구 숭인동 563-3 남광쉐르빌 제이동 제2층 제201호 ,8,18.1,22700 ,21450 ,2022-04-27,1 ,1 ,1.06 ,374 ,1 ,,,,,,,,,
20210302,서울중앙,2021-101605, 관악구 신림동 610-243 우림아트빌 제비동 제5층 제503호,6.4,7.7,23500 ,20078 ,2022-09-01,1 ,1 ,1.17 ,944 ,1 ,,,,,,,,,
20210303,서울남부,2021-101908, 양천구 신월동 469-8외 1필지 라임빌라 제1층 제101호 ,11.2,18.2,20700 ,17666 ,2021-12-02,18 ,2 ,0.85 ,611 ,0 ,,,,,,,,,
20210303,서울북부,2021-749," 강북구 미아동 307-37 청운빌라 제4층 제401호
",9.6,24.3,26000 ,26068 ,2022-02-15,1 ,0 ,1.00 ,338 ,1 ,,,,,,,,,
20210303,서울남부,2021-102017," 금천구 시흥동 827-3 신흥뜨란채 제4층 제403호
",7.7,13.5,31000 ,27311 ,2022-03-15,11 ,2 ,0.88 ,1454 ,1 ,,,,,,,,,
20210303,서울북부,2021-725, 성북구 돈암동 538-112 예움하우스 제에이동 제4층 제401호 ,11.2,15.1,30000 ,29000 ,2022-04-06,3 ,1 ,0.97 ,420 ,0 ,,,,,,,,,
20210304,서울남부,2021-102116," 금천구 시흥동 789-44외 1필지 중앙하이빌 제지층 제비01호
",11,20.9,18000 ,15286 ,2022-01-11,1 ,1 ,0.85 ,1126 ,0 ,,,,,,,,,
20210304,서울중앙,2021-101650," 동작구 상도동 299-2 대영빌라 제2층 제201호
",5.9,12.7,22200 ,22500 ,2022-01-12,1 ,0 ,1.01 ,441 ,1 ,,,,,,,,,
20210304,서울남부,2021-102253," 구로구 개봉동 343-45외 2필지 리안하우스 제에이동 제5층 제502호
",4.7,7.7,18400 ,12000 ,2022-01-25,2 ,2 ,0.65 ,677 ,0 ,,,,,,,,,
20210304,서울남부 ,2021-102079, 강서구 화곡동 105-207 바로크빌 제5층 제502호,5.4,9,18900 ,3964 ,2022-08-09,1 ,7 ,4.77 ,366 ,1 ,,,,,,,,,
20210304,서울중앙,2021-580, 관악구 신림동 598-84 로얄하이츠 제4층 제401호,5.3,4.7,15500 ,15550 ,2022-09-01,1 ,0 ,1.00 ,1018 ,0 ,,,,,,,,,
20210304,서울중앙,2021-580, 관악구 신림동 598-84 로얄하이츠 제5층 제501호,8.1,5.1,16900 ,14730 ,2022-10-06,1 ,1 ,1.15 ,1009 ,0 ,,,,,,,,,
20210304,서울중앙,2021-580, 관악구 신림동 598-84 로얄하이츠 제지층 제비01호 ,5.6,20.2,22400 ,12750 ,2022-12-15,2 ,3 ,1.76 ,993 ,1 ,,,,,,,,,
20210305,서울남부,2021-102369," 영등포구 대림동 685-16 도신연립 제나동 제지하층 제101호
",9.6,12.6,18300 ,9789 ,2022-02-23,1 ,3 ,0.53 ,773 ,1 ,,,,,,,,,
20210305,서울북부,2021-800," 성북구 정릉동 254-3 소산하이츠맨숀3차 제4층 제1호
",9.2,19.3,18600 ,19389 ,2022-03-22,4 ,1 ,1.04 ,298 ,0 ,,,,,,,,,
20210308,서울남부,2021-102376," 강서구 화곡동 377-27 대송빌라 제3층 제302호
",7.2,13.5,20100 ,10300 ,2022-01-19,1 ,3 ,0.51 ,530 ,1 ,,,,,,,,,
20210308,서울서부,2021-51064," 은평구 대조동 84-53외 1필지 금강블루원 제4층 제401호
",8.7,12.9,29500 ,28010 ,2022-01-25,1 ,1 ,0.95 ,427 ,1 ,,,,,,,,,
20210309,서울남부 ,2021-102659, 강서구 화곡동 346-9 세림팰리체 제2층 제201호,5.9,9,23400 ,17500 ,2022-04-27,2 ,2 ,1.34 ,111 ,1 ,,,,,,,,,
20210309,서울남부 ,2021-102659, 강서구 화곡동 346-9 세림팰리체 제2층 제202호 ,5.7,8.7,22500 ,18007 ,2022-04-27,2 ,2 ,1.25 ,112 ,1 ,,,,,,,,,
20210309,서울남부 ,2021-102659, 강서구 화곡동 346-9 세림팰리체 제3층 제302호,5.7,8.7,22500 ,17500 ,2022-04-27,2 ,2 ,1.29 ,112 ,1 ,,,,,,,,,
20210310,서울서부,2021-660, 은평구 응암동 99-18 아람아트빌 제4층 제401호 ,6.8,13.2,15700 ,16000 ,2021-11-16,2 ,1 ,1.02 ,793 ,0 ,,,,,,,,,
20210310,서울서부,2021-51217," 마포구 창전동 34-4 창전빌라 제2층 제204호
",5,12.2,19100 ,18317 ,2022-01-11,5 ,1 ,0.96 ,261 ,0 ,,,,,,,,,
20210310,서울남부,2021-101878," 강서구 화곡동 504-80 엘케이드림빌 제비동 제2층 제201호
",8.3,10.4,27600 ,27000 ,2022-02-15,1 ,2 ,0.98 ,1251 ,1 ,,,,,,,,,
20210310,서울남부,2021-1411," 금천구 독산동 962-22 로즈빌Ⅱ 제2층 제202호
",4.2,9.4,21500 ,14650 ,2022-03-23,1 ,2 ,0.68 ,922 ,1 ,,,,,,,,,
20210310,서울북부,2021-101864, 도봉구 쌍문동 495-36외 3필지 마운틴뷰 제2층 제204호,10.6,14.5,26300 ,26130 ,2022-07-13,4 ,4 ,1.01 ,139 ,1 ,,,,,,,,,
20210310,서울중앙,2021-101896, 동작구 상도동 356-3 이레아트빌12차 제5층 제501호,4.5,4.5,13797 ,13189 ,2022-09-01,1 ,1 ,1.05 ,496 ,0 ,,,,,,,,,
20210311,서울북부,2021-101918, 강북구 번동 148-287 제지하층 제2호 ,2.9,3.8,5625 ,5711 ,2021-12-08,2 ,0 ,1.02 ,692 ,0 ,,,,,,,,,
20210311,서울북부,2021-503," 성북구 정릉동 800-48 태솔에버빌 제4층 제401호
",14.1,25,29500 ,25088 ,2022-03-02,3 ,1 ,0.85 ,640 ,0 ,,,,,,,,,
20210311,서울남부,2021-102291," 양천구 목동 324-158외 1필지 까사지오 제6층 제601호
",5.1,8.3,19400 ,8111 ,2022-03-29,1 ,4 ,0.42 ,768 ,1 ,,,,,,,,,
20210311,서울북부,2021-930, 중랑구 상봉동 130-154 아안채 제7층 제701호 ,6.9,15,27800 ,24049 ,2022-04-12,14 ,2 ,0.87 ,231 ,1 ,,,,,,,,,
20210312,서울남부,2021-102727," 강서구 화곡동 346-75 엠펠리체 제2층 제202호
",6.3,10.2,21200 ,18200 ,2022-01-26,1 ,2 ,0.86 ,252 ,1 ,,,,,,,,,
20210312,서울북부,2021-978," 성북구 정릉동 16-307 조양빌라 제4층 제402호
",7.5,14.8,19600 ,18035 ,2022-03-08,2 ,1 ,0.92 ,337 ,0 ,,,,,,,,,
20210312,서울남부,2021-1473, 강서구 화곡동 366-53외 2필지 골드캐슬 제6층 제604호 ,3.6,6.1,20100 ,14800 ,2022-04-12,1 ,3 ,0.74 ,534 ,1 ,,,,,,,,,
20210312,서울남부 ,2021-1213, 강서구 화곡동 362-32 서연블루힐비 제4층 제403호,5.4,9,22000 ,9011 ,2022-06-21,2 ,5 ,2.44 ,595 ,1 ,,,,,,,,,
20210315,서울서부,2021-51262, 은평구 불광동 8-54외 1필지 제3층 제304호 ,5.6,13.6,17500 ,17811 ,2021-11-16,2 ,0 ,1.02 ,464 ,1 ,,,,,,,,,
20210315,서울남부,2021-102789, 양천구 신월동 88-25외 2필지 에스케이이빌리지 제2층 제201호 ,5.5,11.7,16700 ,13360 ,2021-12-01,1 ,1 ,0.80 ,632 ,1 ,,,,,,,,,
20210316,서울서부,2021-51354, 서대문구 북가좌동 276-1 하나블루힐스 제3층 제301호 ,7.5,12.5,23000 ,22500 ,2021-11-09,1 ,1 ,0.98 ,457 ,1 ,,,,,,,,,
20210317,서울동부,2021-699, 송파구 가락동 2021 광전하우스 제4층 제402호  ,8.6,17.3,32800 ,36767 ,2021-09-06,2 ,0 ,1.12 ,263 ,0 ,,,,,,,,,
20210317,서울서부,2021-51248, 서대문구 북가좌동 6-6 제1층 제102호 ,6.1,10.2,10300 ,10850 ,2021-11-16,1 ,0 ,1.05 ,687 ,1 ,,,,,,,,,
20210317,서울북부,2020-7774, 성북구 정릉동 112-74외 1필지 제1층 제2호 ,11.7,16.6,22800 ,18956 ,2022-04-05,1 ,1 ,0.83 ,159 ,1 ,,,,,,,,,
20210317,서울중앙,2021-102110, 관악구 봉천동 41-32 대원빌라 제2층 제201호,1.9,2.6,3240 ,3809 ,2022-07-05,6 ,0 ,0.85 ,715 ,0 ,,,,,,,,,
20210318,서울동부,2021-705, 강동구 천호동 86-27 로얄하우스빌 제5층 제501호 ,5.9,12.2,19200 ,16000 ,2021-11-01,1 ,1 ,0.83 ,510 ,0 ,,,,,,,,,
20210318,서울서부,2021-51439, 은평구 구산동 27-61외 1필지 동양하우징 제6층 제601호 ,6,9.7,14100 ,12711 ,2021-11-09,3 ,1 ,0.90 ,600 ,0 ,,,,,,,,,
20210318,서울남부,2021-1169," 구로구 고척동 161-38외 1필지 가은재 제5층 제501호
",20.6,31.6,64640 ,0 ,2022-01-25,0 ,1 ,0.00 ,1088 ,0 ,,,,,,,,,
20210318,서울남부,2021-1169," 구로구 고척동 161-38외 1필지 가은재 제2층 제202호
",9.9,15.3,29800 ,0 ,2022-03-02,0 ,2 ,0.00 ,1113 ,1 ,,,,,,,,,
20210318,서울남부,2021-1169," 구로구 고척동 161-38외 1필지 가은재 제3층 제301호
",9.8,15.1,30200 ,20180 ,2022-03-02,3 ,2 ,0.67 ,1100 ,0 ,,,,,,,,,
20210318,서울남부,2021-1169," 구로구 고척동 161-38외 1필지 가은재 제3층 제302호
",9.9,15.3,30500 ,0 ,2022-03-02,0 ,2 ,0.00 ,1110 ,1 ,,,,,,,,,
20210318,서울남부,2021-1169," 구로구 고척동 161-38외 1필지 가은재 제4층 제401호
",9.8,15.1,30200 ,0 ,2022-03-02,0 ,2 ,0.00 ,1108 ,1 ,,,,,,,,,
20210318,서울남부,2021-102857," 강서구 강서로17라길 18, 제4층 제404호 (화곡동, 벨라하우스) ",5.5,9,20000 ,12000 ,2022-04-26,2 ,4 ,0.60 ,487 ,1 ,,,,,,,,,
20210318,서울남부 ,2021-102857," 강서구 곰달래로52길 4, 제5층 제501호 (화곡동, 보노하우스6차)",6.6,10.5,24400 ,19500 ,2022-06-08,3 ,5 ,1.25 ,700 ,1 ,,,,,,,,,
20210318,서울남부 ,2021-102857," 강서구 강서로17나길 33-12, 제6층 제603호 (화곡동, 남성아트빌)",4.9,8.7,19500 ,6896 ,2022-06-08,1 ,5 ,2.83 ,368 ,1 ,,,,,,,,,
20210318,서울남부 ,2021-102857," 강서구 등촌로13나길 16-21, 제2층 제203호 (등촌동, 멤버스빌비)",5.4,9,24700 ,8686 ,2022-06-08,1 ,5 ,2.84 ,1192 ,1 ,,,,,,,,,
20210322,서울남부,2021-103027," 금천구 시흥동 827-3 신흥뜨란채 제5층 제501호
",5.3,9.2,20900 ,16876 ,2022-01-11,1 ,1 ,0.81 ,1451 ,1 ,,,,,,,,,
20210322,서울북부,2021-102331," 도봉구 쌍문동 486-107 제가동 제1층 제101호 외1건
",17.4,20.8,16400 ,16515 ,2022-02-16,4 ,1 ,1.01 ,1567 ,1 ,,,,,,,,,
20210322,서울동부,2021-51093, 강동구 길동 330-5 길동애드하우징 제6층 제601호,5.6,4.9,18000 ,26000 ,2022-05-30,1 ,2 ,0.69 ,336 ,1 ,,,,,,,,,
20210322,서울중앙,2021-102127, 관악구 봉천동 41-59외 1필지 아이리스 제102동 제지층 제비101호,6,11,14000 ,11445 ,2022-09-06,2 ,1 ,1.22 ,772 ,0 ,,,,,,,,,
20210323,서울남부,2021-1596,"  양천구 신월동 68-18외 1필지 덕수펠리체 제6층 제603호
",5.6,8.7,21900 ,16508 ,2022-02-23,1 ,2 ,0.75 ,670 ,1 ,,,,,,,,,
20210323,서울남부,2021-1619," 강서구 등촌동 365-106외 1필지 천우네오젠 제101동 제6층 제601호
",6.4,10.3,24500 ,20090 ,2022-02-23,1 ,1 ,0.82 ,425 ,0 ,,,,,,,,,
20210324,서울동부,2021-743, 송파구 오금동 810 제나동 제3층 제302호   ,8.9,17.7,30100 ,34111 ,2021-09-27,3 ,0 ,1.13 ,354 ,0 ,,,,,,,,,
20210324,서울동부,2021-743, 송파구 오금동 8-10 제나동 제3층 제302호 ,8.9,17.7,30100 ,34111 ,2021-09-27,3 ,0 ,1.13 ,354 ,0 ,,,,,,,,,
20210324,서울서부,2021-51521, 은평구 역촌동 3-17 성운빌라 제1층 제2호 ,10.8,18,17700 ,18051 ,2021-10-12,1 ,0 ,1.02 ,319 ,1 ,,,,,,,,,
20210324,서울동부,2021-51345, 광진구 중곡동 625-4 행운빌딩 제2층 제201호 ,6.6,13.7,23500 ,22115 ,2021-11-25,5 ,1 ,0.94 ,465 ,1 ,,,,,,,,,
20210324,서울남부,2021-1640," 강서구 방화동 580-66외 3필지 방화아트빌라 제2층 제203호
",18.1,25.3,39000 ,33468 ,2022-01-11,2 ,1 ,0.86 ,400 ,0 ,,,,,,,,,
20210324,서울남부,2021-1657," 강서구 화곡동 164-25 영락빌라 제3층 제302호
",6.1,11.8,12700 ,11033 ,2022-02-23,3 ,1 ,0.87 ,571 ,1 ,,,,,,,,,
20210324,서울동부,2021-51376, 광진구 능동 246-15외 1필지 제가동 제2층 제201호,11.2,18.1,38200 ,35488 ,2022-05-30,7 ,1 ,1.08 ,423 ,1 ,,,,,,,,,
20210324,서울동부,2021-51376, 광진구 능동 246-15외 1필지 제가동 제3층 제302호,11.2,18.1,38200 ,34762 ,2022-05-30,4 ,1 ,1.10 ,425 ,1 ,,,,,,,,,
20210324,서울동부,2021-51376, 광진구 능동 246-15외 1필지 제가동 제5층 제501호,18,29.2,55600 ,51200 ,2022-05-30,2 ,1 ,1.09 ,426 ,1 ,,,,,,,,,
20210324,서울북부,2021-102416, 강북구 수유동 468-231 드림빌리지 제2층 제202호,5.5,8.9,14700 ,12149 ,2022-06-07,2 ,1 ,1.21 ,537 ,0 ,,,,,,,,,
20210324,서울북부,2021-102416, 강북구 수유동 468-231 드림빌리지 제4층 제401호,5.5,8.8,15300 ,12699 ,2022-06-07,1 ,1 ,1.20 ,415 ,0 ,,,,,,,,,
20210324,서울북부,2021-102355, 강북구 수유동 56-150 동성빌라트 제지하층 제비02호,8.9,18.6,15000 ,12241 ,2022-08-16,1 ,0 ,1.23 ,259 ,0 ,,,,,,,,,
20210324,서울중앙,2021-102288, 종로구 동숭동 2-17 동숭빌라 제에이동 제지하층 제1호,8.7,11.5,16300 ,14200 ,2022-09-01,1 ,1 ,1.15 ,378 ,1 ,,,,,,,,,
20210325,서울남부,2021-103195, 구로구 가리봉동 118-19 퍼스트빌 제3층 제302호 ,8.7,10.7,26100 ,28920 ,2021-10-28,1 ,0 ,1.11 ,371 ,1 ,,,,,,,,,
20210325,서울남부,2021-103188," 강서구 화곡동 152-7 가진그린빌 제2층 제202호
",8.2,14.1,16800 ,13687 ,2022-02-09,10 ,2 ,0.81 ,606 ,1 ,,,,,,,,,
20210325,서울중앙,2021-102301, 서초구 방배동 849-1 비젼21(2차) 제2층 제201호,21.5,49.1,160000 ,160486 ,2022-07-05,1 ,0 ,1.00 ,301 ,0 ,,,,,,,,,
20210326,서울동부,2021-51277, 송파구 풍납동 398-9 제2층 제202호 ,10.2,13.1,22800 ,23189 ,2021-10-25,1 ,0 ,1.02 ,469 ,0 ,,,,,,,,,
20210326,서울서부,2021-51668, 은평구 구산동 9-18 미르라이프 제3층 제302호 ,9.2,15.6,21700 ,22110 ,2021-12-07,1 ,0 ,1.02 ,342 ,1 ,,,,,,,,,
20210326,서울중앙,2021-101964, 중구 신당동 432-1280외 1필지 장충퍼시픽하우스 제에이동 제3층 제301호,17,13.8,28500 ,25888 ,2022-07-20,2 ,1 ,1.10 ,287 ,0 ,,,,,,,,,
20210329,서울동부,2021-774, 광진구 구의동 237-19 제3층 제301호 ,12.2,18.6,33000 ,33188 ,2021-11-15,2 ,1 ,1.01 ,637 ,0 ,,,,,,,,,
20210329,서울남부,2021-103256, 양천구 신월동 137-14 조은팰리스30차 제1동 제4층 제401호 ,8,12.2,25100 ,23550 ,2021-12-08,1 ,1 ,0.94 ,1135 ,1 ,,,,,,,,,
20210329,서울북부,2021-102577, 강북구 수유동 50-30 연승카운티 제9층 제903호,4.9,13,25700 ,25000 ,2022-06-14,1 ,3 ,1.03 ,356 ,1 ,,,,,,,,,
20210330,서울남부,2021-103317,"  강서구 강서로18길 5-9, 제지층 제비01호 (화곡동, 이화아트빌)
",3.1,6.1,5700 ,8009 ,2022-03-16,3 ,0 ,1.41 ,182 ,0 ,,,,,,,,,
20210330,서울남부 ,2021-1831, 강서구 화곡동 772-1외 1필지 와이에이치빌리지 제3층 제302호,6.2,8.8,15500 ,2650 ,2022-08-18,1 ,8 ,5.85 ,941 ,1 ,,,,,,,,,
20210331,서울남부,2021-103492," 구로구 온수동 22-10 청구그린빌 제3층 제301호
",9.5,15.6,18100 ,18350 ,2022-01-11,10 ,1 ,1.01 ,113 ,0 ,,,,,,,,,
20210331,서울북부,2021-102614," 강북구 미아동 791-3149외 1필지 제3층 제301호
",10.6,18.1,17000 ,14222 ,2022-02-16,2 ,1 ,0.84 ,677 ,0 ,,,,,,,,,
20210331,서울남부,2021-103539," 강서구 화곡동 350-10 뫼비우스 제4층 제401호
",6,10.3,25600 ,20485 ,2022-02-23,1 ,1 ,0.80 ,316 ,1 ,,,,,,,,,
20210401,서울남부,2021-103553," 강서구 화곡동 424-22 정현빌라 제3층 제302호
",8.1,15.2,19200 ,18300 ,2022-01-25,2 ,2 ,0.95 ,400 ,1 ,,,,,,,,,
20210401,서울남부,2021-103331,강서구 화곡동 410-84 유니온쉐르빌 B동 제4층 제401호,5.5,10.1,12600 ,10112 ,2022-02-09,8 ,2 ,0.80 ,516 ,1 ,,,,,,,,,
20210402,서울동부,2021-859, 강동구 길동 361-13 아뜨리에빌B 제4층 제401호 ,9.6,16.4,28100 ,28150 ,2021-09-27,1 ,0 ,1.00 ,460 ,0 ,,,,,,,,,
20210402,서울중앙,2021-102523," 관악구 신림동 598-84 로얄하이츠 제2층 제201호
",5.3,9.4,20100 ,17350 ,2022-02-16,1 ,1 ,0.86 ,1052 ,1 ,,,,,,,,,
20210402,서울북부,2021-1209," 동대문구 회기동 54-46 제1층 제101호
",9.6,17.5,23700 ,24101 ,2022-03-02,2 ,0 ,1.02 ,435 ,1 ,,,,,,,,,
20210402,서울남부,2021-103508," 강서구 화곡동 867-20외 1필지 제이와이펠리스 제3층 제304호
",5.3,8.8,21200 ,16200 ,2022-03-16,1 ,2 ,0.76 ,838 ,1 ,,,,,,,,,
20210406,서울서부,2021-868," 은평구 갈현동 472-6 경인에버빌 제3층 제301호
",8.2,13.3,28700 ,21010 ,2022-03-08,2 ,2 ,0.73 ,327 ,1 ,,,,,,,,,
20210406,서울남부 ,2021-1909, 강서구 화곡동 403-4 삼익뜨란채 제2층 제202호,7.8,11.1,25000 ,22000 ,2022-04-27,1 ,1 ,1.14 ,151 ,1 ,,,,,,,,,
20210407,서울남부,2021-1954, 강서구 화곡동 46-157 황금아트빌라 제지하층 제01호 ,6.2,14.5,11600 ,10110 ,2021-12-01,2 ,1 ,0.87 ,671 ,0 ,,,,,,,,,
20210407,서울남부,2021-103836,"  강서구 방화동 645-50 아마레빌 제6층 제602호
",4.4,6.3,17684 ,11369 ,2022-01-25,1 ,3 ,0.64 ,419 ,1 ,,,,,,,,,
20210407,서울남부 ,2021-103850, 금천구 시흥동 830-11외 1필지 에이엔캐슬 제3층 제303호,5.4,11.8,13800 ,4600 ,2022-06-08,1 ,5 ,3.00 ,1485 ,1 ,,,,,,,,,
20210407,서울북부,2021-102782, 강북구 수유동 469-254 예솔하이츠 제3층 제302호,6.2,10.8,14500 ,5199 ,2022-07-19,2 ,5 ,2.79 ,268 ,1 ,,,,,,,,,
20210407,서울중앙,2021-102714, 동작구 상도동 7-182 케이디아이빌 제씨동 제2층 제202호,4.4,7,12400 ,13180 ,2022-08-09,4 ,0 ,0.94 ,543 ,1 ,,,,,,,,,
20210408,서울서부,2021-51880," 서대문구 북가좌동 329-28 이조빌라 제1층 제102호
",7.2,17,23400 ,23100 ,2022-02-15,3 ,1 ,0.99 ,177 ,1 ,,,,,,,,,
20210408,서울남부,2021-1985," 강서구 화곡동 340-90외 1필지 가온빌 제5층 제503호
",5.4,8.6,20002 ,16500 ,2022-03-22,3 ,1 ,0.82 ,172 ,0 ,,,,,,,,,
20210408,서울북부,2020-101348," 강북구 인수봉로48길 11, 1층101호 ",6.7,14.2,15400 ,15410 ,2022-04-05,23 ,1 ,1.00 ,288 ,0 ,,,,,,,,,
20210408,서울북부,2021-102867, 강북구 수유동 711-19외 3필지 파크리움 제에이동 제5층 제502호 ,6.2,9,21500 ,20144 ,2022-04-06,2 ,1 ,0.94 ,710 ,1 ,,,,,,,,,
20210412,서울서부,2021-51972, 은평구 구산동 178-6 삼원렉스빌 제3층 제302호 ,9.8,13.6,28400 ,23170 ,2021-12-14,1 ,1 ,0.82 ,823 ,1 ,,,,,,,,,
20210412,서울남부,2021-1879," 금천구 독산동 917-1외 1필지 정심홈타운 제5층 제501호
",6.4,13,20000 ,15029 ,2022-02-09,6 ,2 ,0.75 ,1554 ,0 ,,,,,,,,,
20210412,서울남부,2021-103713, 금천구 시흥동 922-70 신흥뜨란채2차 제4층 제402호 ,7.1,10.4,22790 ,16003 ,2022-04-19,1 ,3 ,0.70 ,1285 ,1 ,,,,,,,,,
20210412,서울동부,2021-804, 강동구 천호동 314-20 부림빌라 제4층 제401호 ,21.7,39.8,61590 ,62000 ,2022-04-25,10 ,1 ,1.01 ,412 ,0 ,,,,,,,,,
20210412,서울중앙,2021-102776, 관악구 신림동 611-3 우석빌라 14차 제지하층 제비03호,5.5,13.4,11200 ,14600 ,2022-06-21,10 ,0 ,0.77 ,1150 ,1 ,,,,,,,,,
20210412,서울중앙,2021-102967, 관악구 신림동 89-12외 5필지 보눼르타운 제에이동 제5층 제501호 ,6.3,9,27700 ,17730 ,2022-10-18,1 ,2 ,1.56 ,297 ,1 ,,,,,,,,,
20210413,서울서부,2021-52050, 마포구 중동 386-13 제비동 제1호 외2건,16.8,22.9,43659 ,32988 ,2022-11-08,2 ,2 ,1.32 ,242 ,0 ,,,,,,,,,
20210414,서울중앙,2021-102998, 서초구 양재동 64-1외 1필지 한주빌라 제1층 제나동호(통칭:102호) 외1건,72.2,87.2,195300 ,250002 ,2022-06-15,2 ,0 ,0.78 ,429 ,0 ,,,,,,,,,
20210415,서울남부,2021-2124," 강서구 화곡동 1102-11 진성빌라 제2동 제지하층 제2호(통칭:102호)
",8.4,12.5,12800 ,10288 ,2022-01-25,1 ,1 ,0.80 ,997 ,0 ,,,,,,,,,
20210415,서울북부,2021-103167," 성북구 장위동 227-5 로즈힐빌라트 제3층 제301호
",6.7,14.4,20500 ,23500 ,2022-03-22,7 ,0 ,1.15 ,935 ,0 ,,,,,,,,,
